chapter,question,context
29,Which of the following is an implied power of Congress?," Finding a Middle Ground Understanding the Limits of Congress ’ s Power to Regulate One of the most important constitutional anchors for Congress ’ s implicit power to regulate all manner of activities within the states is the short clause in Article I , Section 8 , which says Congress is empowered to “ to regulate Commerce with foreign Nations , and among the several States , and with Indian Tribes . ” The Supreme Court ’ s broad interpretation of this so-called commerce clause has greatly expanded the power and reach of Congress over the centuries . "
29,Senate races tend to inspire ________.," Because the Senate is much smaller than the House , senators hold more committee assignments than House members .  There are sixteen standing committees in the Senate , and each position must be filled . In contrast , in the House , with 435 members and only twenty standing committees , committee members have time to pursue a more in-depth review of a policy .  House members historically defer to the decisions of committees , while senators tend to view committee decisions as recommendations , often seeking additional discussion that could lead to changes . "
29,The saying “All politics is local” roughly means ________.," The importance of airing positive constituent casework during campaigns is a testament to the accuracy of saying , “ All politics is local . ” This phrase , attributed to former Speaker of the House Tip O ’ Neill ( D-MA ) , essentially means that the most important motivations directing voters are rooted in local concerns .  In general , this is true . People naturally feel more driven by the things that affect them on a daily basis . These are concerns like the quality of the roads , the availability of good jobs , and the cost and quality of public education . Good senators and representatives understand this and will seek to use their influence and power in office to affect these issues for the better . This is an age-old strategy for success in office and elections ."
29,A congressperson who pursued a strict delegate model of representation would seek to ________.,"Understandably , few if any representatives adhere strictly to one model or the other . Instead , most find themselves attempting to balance the important principles embedded in each .  Political scientists call this the politico model of representation .   In it , members of Congress act as either trustee or delegate based on rational political calculations about who is best served , the constituency or the nation .  Traditionally , representatives have seen their role as that of a delegate , a trustee , or someone attempting to balance the two .  A representative who sees him - or herself as a delegate believes he or she is empowered merely to enact the wishes of constituents .   Delegates must employ some means to identify the views of their constituents and then vote accordingly .   They are not permitted the liberty of employing their own reason and judgment while acting as representatives in Congress .  This is the delegate model of representation . The tension between local and national politics described in the previous section is essentially a struggle between interpretations of representation .  Representation is a complex concept .   It can mean paying careful attention to the concerns of constituents , understanding that representatives must act as they see fit based on what they feel best for the constituency , or relying on the particular ethnic , racial , or gender diversity of those in office .  In this section , we will explore three different models of representation and the concept of descriptive representation .  We will look at the way members of Congress navigate the challenging terrain of representation as they serve , and all the many predictable and unpredictable consequences of the decisions they make . "
29,The increasing value constituents have placed on descriptive representation in Congress has had the effect of ________.," While the strategy of creating majority-minority districts has been a success for minorities ’ representation in Congress , its long-term effect has revealed a disturbing paradox : Congress as a whole has become less enthusiastic about minority-specific issues .  How is this possible ? The problem is that by creating districts with high percentages of minority constituents , strategists have made the other districts less diverse . The representatives in those districts are under very little pressure to consider the interests of minority groups . As a result , they typically do not . 2"
29,House leaders are more powerful than Senate leaders because of ________.,"Like the House , the Senate also has majority and minority leaders and whips , each with duties very similar to those of their counterparts in the House . Unlike the House , however , the Senate doesn ’ t have a Speaker . The duties and powers held by the Speaker in the House fall to the majority leader in the Senate . Another difference is that , according to the U . S . Constitution , the Senate ’ s president is actually the elected vice president of the United States , but he or she may vote only in case of a tie . Apart from this and very few other exceptions , the president of the Senate does not actually operate in the Senate .  Instead , the Constitution allows for the Senate to choose a president pro tempore — usually the most senior senator of the majority party — who presides over the Senate .  Despite the title , the job is largely a formal and powerless role . The real power in the Senate is in the hands of the majority leader ( Figure 11.16 ) and the minority leader . Like the Speaker of the House , the majority leader is the chief spokesperson for the majority party , but unlike in the House he or she does not run the floor alone . Because of the traditions of unlimited debate and the filibuster , the majority and minority leaders often occupy the floor together in an attempt to keep things moving along . At times , their interactions are intense and partisan , but for the Senate to get things done , they must cooperate to get the sixty votes needed to run this super-majority legislative institution .  Despite the power of the conferences , however , the most important leadership position in the House is actually elected by the entire body of representatives .   This position is called the Speaker of the House and is the only House officer mentioned in the Constitution .  The Constitution does not require the Speaker to be a member of the House , although to date , all fifty-four Speakers have been . The Speaker is the presiding officer , the administrative head of the House , the partisan leader of the majority party in the House , and an elected representative of a single congressional district ( Figure 11.16 ) . As a testament to the importance of the Speaker , since 1947 , the holder of this position has been second in line to succeed the president in an emergency , after the vice president ."
29,A select committee is different from a standing committee because ________.,"Four types of committees exist in the House and the Senate .  The first is the standing , or permanent , committee .  This committee is the first call for proposed bills , fewer than 10 percent of which are reported out of committee to the floor . The second type is the joint committee . Joint committee members are appointed from both the House and the Senate , and are charged with exploring a few key issues , such as the economy and taxation . However , joint committees have no bill-referral authority whatsoever — they are informational only . A conference committee is used to reconcile different bills passed in both the House and the Senate . The conference committees are appointed on an ad hoc basis as necessary when a bill passes the House and Senate in different forms .  Finally , ad hoc , special , or select committees are temporary committees set up to address specific topics .  These types of committees often conduct special investigations , such as on aging or ethics ."
29,Stopping a filibuster requires that ________.," This flexibility about speaking in the Senate gave rise to a unique tactic , the filibuster .  The word “ filibuster ” comes from the Dutch word vrijbuiter , which means pirate . And the name is appropriate , since a senator who launches a filibuster virtually hijacks the floor of the chamber by speaking for long periods of time , thus preventing the Senate from closing debate and acting on a bill . The tactic was perfected in the 1850s as Congress wrestled with the complicated issue of slavery . After the Civil War , the use of the filibuster became even more common . Eventually , in 1917 , the Senate passed Rule 22 , which allowed the chamber to hold a cloture vote to end debate . To invoke cloture , the Senate had to get a two-thirds majority . This was difficult to do , but it generally did prevent anyone from hijacking the Senate floor , with the salient exception of Senator Strom Thurmond ’ s record twenty-four-hour filibuster of the Civil Rights Act .  In 1975 , after the heightened partisanship of the civil rights era , the Senate further weakened the filibuster by reducing the number needed for cloture from two-thirds to three-fifths , or sixty votes , where it remains today ( except for judicial nominations for which only fifty-five votes are needed to invoke cloture ) .  Moreover , filibusters are not permitted on the annual budget reconciliation act ( the Reconciliation Act of 2010 was the act under which the implementing legislation for Obamacare was passed ) ."
29,Saying a bill is being marked up is just another way to say it is being ________.," Once hearings have been completed , the bill enters the markup stage .   This is essentially an amending and voting process .  In the end , with or without amendments , the committee or subcommittee will vote . If the committee decides not to advance the bill at that time , it is tabled . Tabling a bill typically means the bill is dead , but there is still an option to bring it back up for a vote again . If the committee decides to advance the bill , however , it is printed and goes to the chamber , either the House or the Senate . For the sake of example , we will assume that a bill goes first to the House ( although the reverse could be true , and , in fact , bills can move simultaneously through both chambers ) . Before it reaches the House floor , it must first go through the House Committee on Rules . This committee establishes the rules of debate , such as time limits and limits on the number and type of amendments . After these rules have been established , the bill moves through the floor , where it is debated and amendments can be added . Once the limits of debate and amendments have been reached , the House holds a vote . If a simple majority , 50 percent plus 1 , votes to advance the bill , it moves out of the House and into the Senate ."
29,The key means of advancing modern legislation is now ________.,"The benefit of attaching the reforms to the budget resolution was that Congress could force an up or down ( yea or nay ) vote on the whole package . Such a packaged bill is called an omnibus bill . 36 Creating and voting for an omnibus bill allows Congress to quickly accomplish policy changes that would have taken many votes and the expending of great political capital over a long period of time .  This and successive similar uses of the budget process convinced many in Congress of the utility of this strategy .   During the contentious and ideologically divided 1990s , the budget process became the common problem-solving mechanism in the legislature , thus laying the groundwork for the way legislation works today . "
30,"When it first leaves the kidney, urine flows through","The kidneys carry out the urinary system ’ s primary functions of filtering the blood and maintaining water and electrolyte balance . The kidneys are composed of millions of filtration units called nephrons . Each nephron is in intimate contact with blood through a specialized capillary bed called the glomerulus ( plural glomeruli ) . Fluids , electrolytes , and molecules from the blood pass from the glomerulus into the nephron , creating the filtrate that becomes urine ( Figure 23.3 ) .  Urine that collects in each kidney empties through a ureter and drains to the urinary bladder , which stores urine .  Urine is released from the bladder to the urethra , which transports it to be excreted from the body through the urinary meatus , the opening of the urethra ."
30,What part of the male urogenital tract is shared by the urinary and reproductive systems?," The male reproductive system ( Figure 23.4 ) is located in close proximity to the urinary system , and the urethra is part of both systems .  The testes are responsible for the production of sperm . The epididymis is a coiled tube that collects sperm from the testes and passes it on to the vas deferens . The epididymis is also the site of sperm maturation after they leave the testes . The seminal vesicles and prostate are accessory glands that produce fluid that supports sperm . During ejaculation , the vas deferens releases this mixture of fluid and sperm , called semen , into the urethra , which extends to the end of the penis ."
30,Which species is not associated with NGU?," Chlamydia trachomatis is the causative agent of the STI chlamydia ( Figure 23.11 ) .   While many Chlamydia infections are asymptomatic , chlamydia is a major cause of nongonococcal urethritis ( NGU ) and may also cause epididymitis and orchitis in men .  In women , chlamydia infections can cause urethritis , salpingitis , and PID . In addition , chlamydial infections may be associated with an increased risk of cervical cancer .  Other species associated with NGU include Mycoplasma genitalium , Ureaplasma urealyticum , and Mycoplasma hominis .  These bacteria are commonly found in the normal microbiota of healthy individuals , who may acquire them during birth or through sexual contact , but they can sometimes cause infections leading to urethritis ( in males and females ) or vaginitis and cervicitis ( in females ) . There are two main categories of bacterial urethritis : gonorrheal and nongonococcal .  Gonorrheal urethritis is caused by Neisseria gonorrhoeae and is associated with gonorrhea , a common STI .  This cause of urethritis will be discussed in Bacterial Infections of the Reproductive System .  The term nongonococcal urethritis ( NGU ) refers to inflammation of the urethra that is unrelated to N . gonorrhoeae .  In women , NGU is often asymptomatic . In men , NGU is typically a mild disease , but can lead to purulent discharge and dysuria . Because the symptoms are often mild or nonexistent , most infected individuals do not know that they are infected , yet they are carriers of the disease .  Asymptomatic patients also have no reason to seek treatment , and although not common , untreated NGU can spread to the reproductive organs , causing pelvic inflammatory disease and salpingitis in women and epididymitis and prostatitis in men .   Important bacterial pathogens that cause nongonococcal urethritis include Chlamydia trachomatis , Mycoplasma genitalium , Ureaplasma urealyticum , and Mycoplasma hominis . "
30,A strain of bacteria associated with a bladder infection shows gram-negative rods. What species is most likely to be the causative agent?," Gram-negative bacteria such as Escherichia coli ( most commonly ) , Proteus vulgaris , Pseudomonas aeruginosa , and Klebsiella pneumoniae cause most bladder infections .   Gram-positive pathogens associated with cystitis include the coagulase-negative Staphylococcus saprophyticus , Enterococcus faecalis , and Streptococcus agalactiae .  Routine manual urinalysis using a urine dipstick or test strip can be used for rapid screening of infection . These test strips ( Figure 23.5 ) are either held in a urine stream or dipped in a sample of urine to test for the presence of nitrites , leukocyte esterase , protein , or blood that can indicate an active bacterial infection . The presence of nitrite may indicate the presence of E . coli or K . pneumonia ; these bacteria produce nitrate reductase , which converts nitrate to nitrite . The leukocyte esterase ( LE ) test detects the presence of neutrophils as an indication of active infection ."
30,Treponemal and non-treponemal serological testing can be used to test for," The recommended methods for diagnosing early syphilis are darkfield or brightfield ( silver stain ) microscopy of tissue or exudate from lesions to detect T . pallidum ( Figure 23.13 ) .   If these methods are not available , two types of serologic tests ( treponemal and nontreponemal ) can be used for a presumptive diagnosis once the spirochete has spread in the body .  Nontreponemal serologic tests include the Venereal Disease Research Laboratory ( VDRL ) and rapid plasma reagin ( RPR ) tests . These are similar screening tests that detect nonspecific antibodies ( those for lipid antigens produced during infection ) rather than those produced against the spirochete . Treponemal serologic tests measure antibodies directed against T . pallidum antigens using particle agglutination ( T . pallidum passive particle agglutination or TP-PA ) , immunofluorescence ( the fluorescent T . pallidum antibody absorption or FTA-ABS ) , various enzyme reactions ( enzyme immunoassays or EIAs ) and chemiluminescence immunoassays ( CIA ) . Confirmatory testing , rather than screening , must be done using treponemal rather than nontreponemal tests because only the former tests for antibodies to spirochete antigens . Both treponemal and nontreponemal tests should be used ( as opposed to just one ) since both tests have limitations than can result in false positives or false negatives ."
30,Lymphogranuloma venereum is caused by serovars of," Certain serovars of C . trachomatis can cause an infection of the lymphatic system in the groin known as lymphogranuloma venereum .  This condition is commonly found in tropical regions and can also co-occur in conjunction with human immunodeficiency virus ( HIV ) infection . After the microbes invade the lymphatic system , buboes ( large lymph nodes , see Figure 23.11 ) form and can burst , releasing pus through the skin . The male genitals can become greatly enlarged and in women the rectum may become narrow .  Chlamydia trachomatis is the causative agent of the STI chlamydia ( Figure 23.11 ) .  While many Chlamydia infections are asymptomatic , chlamydia is a major cause of nongonococcal urethritis ( NGU ) and may also cause epididymitis and orchitis in men . In women , chlamydia infections can cause urethritis , salpingitis , and PID . In addition , chlamydial infections may be associated with an increased risk of cervical cancer ."
30,"The latent stage of syphilis, which may last for years, can occur between"," Tertiary syphilis , which may occur 10 to 20 years after infection , produces the most severe symptoms and can be fatal .  Granulomatous lesions called gummas may develop in a variety of locations , including mucous membranes , bones , and internal organs ( Figure 23.12 ) . Gummas can be large and destructive , potentially causing massive tissue damage . The most deadly lesions are those of the cardiovascular system ( cardiovascular syphilis ) and the central nervous system ( neurosyphilis ) . Cardiovascular syphilis can result in a fatal aortic aneurysm ( rupture of the aorta ) or coronary stenosis ( a blockage of the coronary artery ) . Damage to the central nervous system can cause dementia , personality changes , seizures , general paralysis , speech impairment , loss of vision and hearing , and loss of bowel and bladder control .  After the secondary phase , syphilis can enter a latent phase , in which there are no symptoms but microbial levels remain high .  Blood tests can still detect the disease during latency .  The latent phase can persist for years .  After entering the body , T . pallidum moves rapidly into the bloodstream and other tissues .  If not treated effectively , syphilis progresses through three distinct stages : primary , secondary , and tertiary .  Primary syphilis appears as a single lesion on the cervix , penis , or anus within 10 to 90 days of transmission . Such lesions contain many T . pallidum cells and are highly infectious . The lesion , called a hard chancre , is initially hard and painless , but it soon develops into an ulcerated sore ( Figure 23.12 ) . Localized lymph node swelling may occur as well . In some cases , these symptoms may be relatively mild , and the lesion may heal on its own within two to six weeks . Because the lesions are painless and often occur in hidden locations ( e . g . , the cervix or anus ) , infected individuals sometimes do not notice them ."
30,Genital herpes is most commonly caused by,"There are two herpes simplex virus types .  While herpes simplex virus type 1 ( HSV - 1 ) is generally associated with oral lesions like cold sores or fever blisters ( see Viral Infections of the Skin and Eyes ) , herpes simplex virus type 2 ( HSV - 2 ) is usually associated with genital herpes .  However , both viruses can infect either location as well as other parts of the body . Oral-genital contact can spread either virus from the mouth to the genital region or vice versa ."
30,Koilocytes are characteristic of,"Because HPV testing is often conducted concurrently with Pap testing , the most common approach uses a single sample collection within one vial for both . This approach uses liquid-based cytology ( LBC ) . The samples are then used for Pap smear cytology as well as HPV testing and genotyping .  HPV can be recognized in Pap smears by the presence of cells called koilocytes ( called koilocytosis or koilocytotic atypia ) .  Koilocytes have a hyperchromatic atypical nucleus that stains darkly and a high ratio of nuclear material to cytoplasm . There is a distinct clear appearance around the nucleus called a perinuclear halo ( Figure 23.19 ) ."
30,Which oral medication is recommended as an initial topical treatment for genital yeast infections?," Clinical Focus Resolution Vaginal candidiasis is generally treated using topical antifungal medications such as butoconazole , miconazole , clotrimazole , ticonozole , nystatin , or oral fluconazole .  However , it is important to be careful in selecting a treatment for use during pregnancy . Nadia ’ s doctor recommended treatment with topical clotrimazole . This drug is classified as a category B drug by the FDA for use in pregnancy , and there appears to be no evidence of harm , at least in the second or third trimesters of pregnancy . Based on Nadia ’ s particular situation , her doctor thought that it was suitable for very short-term use even though she was still in the first trimester . After a seven-day course of treatment , Nadia ’ s yeast infection cleared . She continued with a normal pregnancy and delivered a healthy baby eight months later .  Topical antifungal medications for vaginal candidiasis include butoconazole , miconazole , clotrimazole , tioconazole , and nystatin .  Oral treatment with fluconazole can be used . There are often no clear precipitating factors for infection , so prevention is difficult ."
30,What is the only common infection of the reproductive tract caused by a protozoan?," Only one major protozoan species causes infections in the urogenital system .   Trichomoniasis , or “ trich , ” is the most common nonviral STI and is caused by a flagellated protozoan Trichomonas vaginalis .  T . vaginalis has an undulating membrane and , generally , an amoeboid shape when attached to cells in the vagina . In culture , it has an oval shape ."
30,Which test is preferred for detecting T. vaginalis because of its high sensitivity?,"Microscopic evaluation of wet mounts is an inexpensive and convenient method of diagnosis , but the sensitivity of this method is low ( Figure 23.24 ) .  Nucleic acid amplification testing ( NAAT ) is preferred due to its high sensitivity .   Using wet mounts and then NAAT for those who initially test negative is one option to improve sensitivity .  Samples may be obtained for NAAT using urine , vaginal , or endocervical specimens for women and with urine and urethral swabs for men . It is also possible to use other methods such as the OSOM Trichomonas Rapid Test ( an immunochromatographic test that detects antigen ) and a DNA probe test for multiple species associated with vaginitis ( the Affirm VPII Microbial Identification Test discussed in section 23.5 ) .  16 T . vaginalis is sometimes detected on a Pap test , but this is not considered diagnostic due to high rates of false positives and negatives .   The recommended treatment for trichomoniasis is oral metronidazole or tinidazole .  Sexual partners should be treated as well . 16 Association of Public Health Laboratories . “ Advances in Laboratory Detection of Trichomonas vaginalis , ” 2013 . http://www.aphl.org/AboutAPHL/publications/Documents/ID_2013August_Advances-in-Laboratory-Detection-of-Trichomonas-vaginalis.pdf ."
31,The terms “masculine” and “feminine” refer to a person’s _________.,"The dichotomous view of gender ( the notion that one is either male or female ) is specific to certain cultures and is not universal . In some cultures gender is viewed as fluid . In the past , some anthropologists used the term berdache to refer to individuals who occasionally or permanently dressed and lived as the opposite gender . The practice has been noted among certain Native American tribes ( Jacobs , Thomas , and Lang 1997 ) .  Samoan culture accepts what they refer to as a “ third gender . ” Fa ’ afafine , which translates as “ the way of the woman , ” is a term used to describe individuals who are born biologically male but embody both masculine and feminine traits .  Fa ’ afafines are considered an important part of Samoan culture . Individuals from other cultures may mislabel them as homosexuals because fa ’ afafines have a varied sexual life that may include men or women ( Poasa 1992 ) .  A person ’ s sex , as determined by his or her biology , does not always correspond with his or her gender .  Therefore , the terms sex and gender are not interchangeable . A baby boy who is born with male genitalia will be identified as male .  As he grows , however , he may identify with the feminine aspects of his culture .  Since the term sex refers to biological or physical distinctions , characteristics of sex will not vary significantly between different human societies . For example , all persons of the female sex , in general , regardless of culture , will eventually menstruate and develop breasts that can lactate . Characteristics of gender , on the other hand , may vary greatly between different societies .  For example , in American culture , it is considered feminine ( or a trait of the female gender ) to wear a dress or skirt .   However , in many Middle Eastern , Asian , and African cultures , dresses or skirts ( often referred to as sarongs , robes , or gowns ) can be considered masculine .  The kilt worn by a Scottish male does not make him appear feminine in his culture ."
31,­_______ is/are an individual’s self-conception of being male or female based on his or her association with masculine or feminine gender roles.,"Gender Identity American society allows for some level of flexibility when it comes to acting out gender roles . To a certain extent , men can assume some feminine roles and women can assume some masculine roles without interfering with their gender identity .  Gender identity is an individual ’ s self-conception of being male or female based on his or her association with masculine or feminine gender roles . "
31,Research indicates that individuals are aware of their sexual orientation _______.," According to current scientific understanding , individuals are usually aware of their sexual orientation between middle childhood and early adolescence ( American Psychological Association 2008 ) .  They do not have to participate in sexual activity to be aware of these emotional , romantic , and physical attractions ; people can be celibate and still recognize their sexual orientation . Homosexual women ( also referred to as lesbians ) , homosexual men ( also referred to as gays ) , and bisexuals of both genders may have very different experiences of discovering and accepting their sexual orientation . At the point of puberty , some may be able to claim their sexual orientations while others may be unready or unwilling to make their homosexuality or bisexuality known since it goes against American society ’ s historical norms ( APA 2008 ) ."
31,A person who is biologically female but identifies with the male gender and has undergone surgery to alter her body is considered _______.," Transgendered individuals who wish to alter their bodies through medical interventions such as surgery and hormonal therapy — so that their physical being is better aligned with gender identity — are called transsexuals .  They may also be known as male-to-female ( MTF ) or female-to-male ( FTM ) . Not all transgendered individuals choose to alter their bodies : many will maintain their original anatomy but may present themselves to society as the opposite gender . This is typically done by adopting the dress , hairstyle , mannerisms , or other characteristic typically assigned to the opposite gender . It is important to note that people who cross-dress , or wear clothing that is traditionally assigned to opposite gender , are not necessarily transgendered . Cross-dressing is typically a form of self-expression , entertainment , or personal style , not necessarily an expression against one ’ s assigned gender ( APA 2008 ) ."
31,Which of following is correct regarding the explanation for transgenderism?," There is no single , conclusive explanation for why people are transgendered .  Transgendered expressions and experiences are so diverse that it is difficult to identify their origin . Some hypotheses suggest biological factors such as genetics or prenatal hormone levels as well as social and cultural factors such as childhood and adulthood experiences . Most experts believe that all of these factors contribute to a person ’ s gender identity ( APA 2008 ) ."
31,Which of the following is the best example of a gender stereotype?,"Sociological Research Being Male , Being Female , and Being Healthy In 1971 , Broverman and Broverman conducted a groundbreaking study on the traits mental health workers ascribed to males and females .  When asked to name the characteristics of a female , the list featured words such as unaggressive , gentle , emotional , tactful , less logical , not ambitious , dependent , passive , and neat .   The list of male characteristics featured words such as aggressive , rough , unemotional , blunt , logical , direct , active , and sloppy ( Seem and Clark 2006 ) .  Later , when asked to describe the characteristics of a healthy person ( not gender specific ) , the list was nearly identical to that of a male . Sociology in the Real World Real-Life Freaky Friday What if you had to live as the opposite sex ? If you are a man , imagine that you were forced to wear frilly dresses , dainty shoes , and makeup to special occasions , and you were expected to enjoy romantic comedies and TLC reality shows .  If you are a woman , imagine that you were forced to wear shapeless clothing , put only minimal effort into your personal appearance , not show emotion , and watch countless hours of sporting events and sports-related commentary .  It would be pretty uncomfortable , right ? Well , maybe not .  Many people enjoy participating in activities that are typically associated with the opposite sex and would not mind if some of the cultural expectations for men and women were loosened . "
31,Which of the following is the best example of the role peers play as an agent of socialization for school-aged children?,"Mimicking the actions of significant others is the first step in the development of a separate sense of self ( Mead 1934 ) .  Like adults , children become agents who actively facilitate and apply normative gender expectations to those around them .   When children do not conform to the appropriate gender role , they may face negative sanctions such as being criticized or marginalized by their peers .  Though many of these sanctions are informal , they can be quite severe . For example , a girl who wishes to take karate class instead of dance lessons may be called a “ tomboy ” and face difficulty gaining acceptance from both male and female peer groups ( Ready 2001 ) . Boys , especially , are subject to intense ridicule for gender nonconformity ( Coltrane and Adams 2004 ; Kimmel 2000 ) ."
31,Only women are affected by gender stratification.," Gender stratification through the division of labor is not exclusively American .   According to George Murdock ’ s classic work , Outline of World Cultures ( 1954 ) , all societies classify work by gender .   When a pattern appears in all societies , it is called a cultural universal .   While the phenomenon of assigning work by gender is universal , its specifics are not .   The same task is not assigned to either men or women worldwide .  But the way each task ’ s associated gender is valued is notable . In Murdock ’ s examination of the division of labor among 324 societies around the world , he found that in nearly all cases the jobs assigned to men were given greater prestige ( Murdock and White 1968 ) . Even if the job types were very similar and the differences slight , men ’ s work was still considered more vital ."
31,"According to the symbolic interactionist perspective, we “do gender”:"," Sociologist Charles H . Cooley ’ s concept of the “ looking-glass self ” ( 1902 ) can also be applied to interactionist gender studies .  Cooley suggests that one ’ s determination of self is based mainly on the view of society ( for instance , if society perceives a man as masculine , then that man will perceive himself as masculine ) . When people perform tasks or possess characteristics based on the gender role assigned to them , they are said to be doing gender . This notion is based on the work of West & Zimmerman ( 1987 ) .  Whether we are expressing our masculinity or femininity , West and Zimmerman argue , we are always “ doing gender . ” Thus , gender is something we do or perform , not something we are . "
31,What Western country is thought to be the most liberal in its attitudes toward sex?," Of industrialized nations , Sweden is thought to be the most liberal when it comes to attitudes about sex , including sexual practices and sexual openness .  The country has very few regulations on sexual images in the media , and sex education , which starts around age six , is a compulsory part of Swedish school curricula . Sweden ’ s permissive approach to sex has helped the country avoid some of the major social problems associated with sex . For example , rates of teen pregnancy and sexually transmitted disease are among the world ’ s lowest ( Grose 2007 ) . It would appear that Sweden is a model for the benefits of sexual freedom and frankness . However , implementing Swedish ideals and policies regarding sexuality in other , more politically conservative , nations would likely be met with resistance ."
31,"Compared to most Western societies, American sexual attitudes are considered _______."," Sexuality around the World Cross-national research on sexual attitudes in industrialized nations reveals that normative standards differ across the world .   For example , several studies have shown that Scandinavian students are more tolerant of premarital sex than are American students ( Grose 2007 ) .   A study of 37 countries reported that non-Western societies — like China , Iran , and India — valued chastity highly in a potential mate , while Western European countries — such as France , the Netherlands , and Sweden — placed little value on prior sexual experiences ( Buss 1989 ) . "
31,Sociologists associate sexuality with _______.," Sexual Attitudes and Practices In the area of sexuality , sociologists focus their attention on sexual attitudes and practices , not on physiology or anatomy .   Sexuality is viewed as a person ’ s capacity for sexual feelings .  Studying sexual attitudes and practices is a particularly interesting field of sociology because sexual behavior is a cultural universal . Throughout time and place , the vast majority of human beings have participated in sexual relationships ( Broude 2003 ) . Each society , however , interprets sexuality and sexual activity in different ways . Many societies around the world have different attitudes about premarital sex , the age of sexual consent , homosexuality , masturbation , and other sexual behaviors that are not consistent with universally cultural norms ( Widmer , Treas and Newcomb 1998 ) . At the same time , sociologists have learned that certain norms ( like disapproval of incest ) are shared among most societies . Likewise , societies generally have norms that reinforce their accepted social system of sexuality ."
31,"According to national surveys, most American parents support which type of sex education program in school?","Much of the debate is over the issue of abstinence . In a 2005 survey , 15 percent of Americans believed that schools should teach abstinence exclusively and should not provide contraceptives or information on how to obtain them .  Forty-six percent believed that schools should institute an abstinence-plus approach , which teaches children that abstinence is best , but still gives information about protected sex .  Thirty-six percent believed that teaching about abstinence is not important and that sex education should focus on sexual safety and responsibility ( NPR 2010 ) ."
31,Which theoretical perspective stresses the importance of regulating sexual behavior to ensure marital cohesion and family stability?," Structural Functionalism When it comes to sexuality , functionalists stress the importance of regulating sexual behavior to ensure marital cohesion and family stability .  Since functionalists identify the family unit as the most integral component in society , they maintain a strict focus on it at all times and argue in favor of social arrangements that promote and ensure family preservation ."
32,Which of the following best describes Roosevelt’s attempts to push his political agenda in the last months of Hoover’s presidency?,"After the landslide election , the country — and Hoover — had to endure the interregnum , the difficult four months between the election and President Roosevelt ’ s inauguration in March 1933 . Congress did not pass a single significant piece of legislation during this period , although Hoover spent much of the time trying to get Roosevelt to commit publicly to a legislative agenda of Hoover ’ s choosing .  Roosevelt remained gracious but refused to begin his administration as the incumbent ’ s advisor without any legal authority necessary to change policy .   Unwilling to tie himself to Hoover ’ s legacy of failed policies , Roosevelt kept quiet when Hoover supported the passage of a national sales tax .  Meanwhile , the country suffered from Hoover ’ s inability to further drive a legislative agenda through Congress . It was the worst winter since the beginning of the Great Depression , and the banking sector once again suffered another round of panics . While Roosevelt kept his distance from the final tremors of the Hoover administration , the country continued to suffer in wait . In part as a response to the challenges of this time , the U . S . Constitution was subsequently amended to reduce the period from election to inauguration to the now-commonplace two months ."
32,Which of the following was not a policy undertaken by the NIRA?," A new government agency , the National Recovery Administration ( NRA ) , was central to this plan , and mandated that businesses accept a code that included minimum wages and maximum work hours .   In order to protect workers from potentially unfair agreements among factory owners , every industry had its own “ code of fair practice ” that included workers ’ rights to organize and use collective bargaining to ensure that wages rose with prices ( Figure 26.8 ) .  Headed by General Hugh S . Johnson , the NRA worked to create over five hundred different codes for different industries . The administration of such a complex plan naturally created its own problems . While codes for key industries such as automotive and steel made sense , Johnson pushed to create similar codes for dog food manufacturers , those who made shoulder pads for women ’ s clothing , and even burlesque shows ( regulating the number of strippers in any one show ) . While Roosevelt hoped the AAA would help farms and farmers , he also sought aid for the beleaguered manufacturing sector . The Emergency Railroad Transportation Act created a national railroad office to encourage cooperation among different railroad companies , hoping to shore up an industry essential to the stability of the manufacturing sector , but one that had been devastated by mismanagement .  More importantly , the NIRA suspended antitrust laws and allowed businesses and industries to work together in order to establish codes of fair competition , including issues of price setting and minimum wages .   New Deal officials believed that allowing these collaborations would help industries stabilize prices and production levels in the face of competitive overproduction and declining profits ; however , at the same time , many felt it important to protect workers from potentially unfair agreements . "
32,What type of help did the CWA provide?,"Roosevelt was aware of the need for immediate help , but he mostly wanted to create more jobs .  FERA overseer Harry Hopkins , who later was in charge of the Civil Works Administration ( CWA ) , shared this sentiment .   With Hopkins at its helm , the CWA , founded in early 1933 , went on to put millions of men and women to work .  At its peak , there were some four million Americans repairing bridges , building roads and airports , and undertaking other public projects . Another work program was the Civilian Conservation Corps Relief Act ( CCC ) . The CCC provided government jobs for young men aged fourteen to twenty-four who came from relief families . They would earn thirty dollars per month planting trees , fighting forest fires , and refurbishing historic sites and parks , building an infrastructure that families would continue to enjoy for generations to come . Within the first two months , the CCC employed its first 250,000 men and eventually established about twenty-five hundred camps ( Figure 26.6 ) ."
