chapter,questions,label
222,what process allows bread to rise?,1
222,which of the following is a process that causes acid to form?,0
222,what is the process of fermentation that produces cheese?,0
222,what is the main cause of breads rise and become fluffy?,0
222,what is the process used to make bread?,0
222,what is a waste product of the aging process?,0
222,what is the process of fermentation?,0
223,ectothermy is a characteristic of fish? what is ectothermy?,1
223,what is a unique characteristic of tuna and swordfish?,1
223,what do the two biggest fish have in common?,1
223,what is significant about the smallest vertebrate?,1
223,which of the following is true about sea turtles?,0
223,which of the following is true about fish?,0
223,which of the following is true about scales?,0
223,which of the following is true about acorns?,0
223,what is aquaculture?,0
223,the second-largest fish is the,0
223,characteristics of fish include,0
223,which of the following is true about the fish?,0
224,how does respiration occur in flatworms?,1
224,what is cephalization?,1
224,how are nutrients distributed throughout the flatworm?,1
224,which best describes the flatworm digestive system?,1
224,a body cavity usually refers to the space located between an animals outer covering and the outer lining of the gut cavity. coelomates have a complete body cavity where organs attach and develop. pseudocoelomates have a body cavity that loosely holds organs in place. acoelomates do not have a body cavity. what type of animals are flatworms?,1
224,flatworms feed on,0
224,which of the following is true about worms?,0
224,which of the following is true about a coelomate?,0
224,which of the following is true about flatworms?,0
224,which of the following is true about cnidarians?,0
224,which of the following is a type of worm?,0
224,flatworms have,0
224,what is the purpose of living in a host?,0
224,which of the following is a type of flatworm?,0
224,which of the following is true about flatworms?,0
225,what is the main source of energy for your body?,1
225,what process turns glucose into usable energy?,1
225,why does your body need food?,1
225,which of the following is true about the sex of the girls?,0
225,what is the purpose of your body?,0
225,carbohydrates include,0
225,important minerals include,0
225,why do you need foods like,0
225,which of the following is a source of more glucose?,0
226,the oldest rocks on earth are,1
226,the oldest fossils on earth are,1
226,which of the following is true about the oldest rock?,0
226,fossils are used to determine,0
226,which of the following is true about radioactive materials?,0
226,the fossil record shows that earth is,0
227,"for a child to have cystic fibrosis, the child had to",1
227,what is the chance that two carriers of the cystic fibrosis allele will have a carrier child?,1
227,which of the following is a cause of chromosome changes?,0
227,"if the dominant allele is present, then the person will express the disease.",0
227,what is the name of the autosomal dominant disorder?,0
227,which of the following is true about autosomal chromosomes?,0
228,which of the following are conditions for hardy-weinberg equilibrium?,1
228,A large population,0
228,which of the following is true?,0
229,which diseases are caused by bacteria?,1
229,lyme disease can be treated with,1
229,what foods may cause food poisoning?,1
229,which of the following is an example of a biological weapon?,1
229,what part of a bacterium can be deadly?,1
229,which of the following is a deadly bacterium?,0
229,which of the following is a health concern?,0
229,which of the following is a potential biological weapon?,0
229,food poisoning can be prevented by,0
229,which of the following is a danger of a cigarette?,0
229,which of the following is a risk factor for food poisoning?,0
229,"in 2001, an act of terrorism in the united states involved",0
229,what is the most common cause of food poisoning?,0
229,food poisoning is caused by,0
229,which of the following is a pathogen that causes anthrax?,0
230,air pollution related respiratory disorders include,1
230,which of the following is a method to protect yourself from indoor air pollution?,1
230,which of the following is a method to protect yourself from outdoor air pollution?,1
230,"which of the following is characterized by wheezing, coughing, and a feeling of constriction in the chest?",1
230,"worldwide, there are more deaths linked to air pollution each year than to __________.",1
230,"if you live in a city, you have seen",0
230,which of the following is a type of air pollution?,0
230,what is asthma?,0
230,air pollution can cause,0
230,what is the best way to make sure your indoor air quality is less polluted?,0
230,indoor pollutants such as,0
230,smog is caused by,0
230,a layer of smog is typical for,0
230,what is the best way to prevent air pollution?,0
230,people in urban areas suffer lower levels of lung function and more chronic bronchitis and,0
231,what part of the ear is involved in maintaining balance?,1
231,"once sound waves enter the ear, vibrations pass from the eardrum to the",1
231,what part of the ear is lined with tiny hairs and filled with fluid?,1
231,what part of the ear passes vibrations to the cochlea of the inner ear?,1
231,how is the signal relayed to the brain to tell the body to maintain balance?,1
231,the ear is responsible for,0
231,which of the following is true about the membrane of the ear?,0
231,the first of,0
231,a car horn blows in the distance.,0
231,which of the following is a tube-shaped opening in the ear?,0
231,"when a water bottle tip, the water surface",0
231,what is the ability to sense sound?,0
231,what is the point of hearing?,0
231,Sound waves,0
231,which of the following is a neurotransmitter?,0
232,what is the role of the semilunar valves?,1
232,what happens to the blood in the lungs?,1
232,what part of the heart receives oxygen-poor blood from the body?,1
232,Why does a heart beat?,0
232,which of the following is a part of the heart?,0
232,which of the following is a function of the right atrium?,0
232,which of the following is true about the heart?,0
232,which of the following is a waste product?,0
232,which of the following is a valve?,0
233,"during fermentation, bacteria turn milk sugars into",1
233,bacteria have been used to produce human versions of,1
233,"fermentation occurs in the absence of oxygen. fermentation allows glycolysis, the first step of cellular respiration, to continue, producing 2 atp in the process. lactic acid is produced in certain types of fermentation. what is the waste product in this process?",1
233,what process is used when placing a foreign gene into bacteria?,1
233,"decomposers help recycle nutrients so organisms can use them. decomposers include scavengers like vultures, as well as many types of worms, fungi and bacteria. what nutrient does bacteria recycle?",1
233,which of the following is true?,0
233,Which of the following statements is true?,0
233,the mass production of insulin by bacteria made,0
233,what is the main cause of curdling in milk?,0
233,which of the following is true about bacteria?,0
233,what is the source of nutrients for plants?,0
233,which of the following is a process that helps to get nutrients into the soil?,0
233,what is the role of bacteria in the recycling of nutrients?,0
233,"Without decomposers, we would run out of the materials we need to survive.",0
233,"during transformation, bacteria can take up any DNA from the environment.",0
234,why is donated blood safe from hiv?,1
234,"without proper medicines, aids usually develops __________ years after a person is first infected with hiv.",1
234,what continent is the hardest hit by hiv?,1
234,what body fluid can spread hiv?,1
234,when does aids develop?,1
234,which of the following is true?,0
234,which of the following is a cause of AIDS?,0
234,which of the following is a way to prevent infection?,0
234,which of the following is true about HIV?,0
234,what happens to the helper T cells?,0
234,how does an HIV infection develop into AIDS?,0
234,which of the following is true about HIV?,0
234,which of the following is true about donated blood?,0
234,which of the following is true about HIV?,0
234,which of the following is a set of symptoms and other diseases?,0
235,your bodys internal thermostat is regulated by,1
235,which is an example of positive feedback?,1
235,which hormone stimulates the removal of sugar from the blood?,1
235,which is the proper sequence of events in maintaining homeostasis?,1
235,which of the following is true about milk production?,0
235,which of the following is a condition that is not regulated by the body?,0
235,"if a signal is detected, the brain will",0
235,"when you walk outside on a cool day, your body temperature",0
235,what is an example of positive feedback?,0
235,which of the following is true about the body?,0
235,"when constrictions in the uterus push a baby into the birth canal,",0
235,the brains command to change,0
236,the burning of fossil fuels,1
236,pollution,1
236,threats to soil include,1
236,threats to water include,1
236,the oil spill that caused the San Francisco-Oakland Bay Bridge accident,0
236,issues associated with climate change include,0
236,our increased use of fossil fuels is changing the earths climate.,0
236,which of the following is a source of soil contamination?,0
236,more people means more,0
236,which of the following is a possible cause of extinction?,0
236,the population of humans is on the rise.,0
236,which of the following is a major problem with the eugenics movement?,0
237,which of the following are organs of the digestive system?,1
237,the majority of absorption occurs in the,1
237,another name for the digestive tube is the,1
237,what part of the intestine is responsible for bacterial infection?,0
237,The large intestine is,0
237,what is the process that allows substances you eat to be taken up by the blood?,0
237,which of the following is a part of the small intestine?,0
237,which of the following is a part of the digestive system?,0
237,what happens to nutrients after they are absorbed?,0
238,how many bases make up the human genome?,1
238,how many genes does it take to make a human?,1
238,knowing a person is at risk for developing a genetic disease,1
238,analysis of your own genome,1
238,The Human Genome Project was completed in 2003.,0
238,"unless you have an identical twin, your genome is",0
238,knowing you might be genetically prone to a certain disease would allow you to,0
238,which of the following is a visual representation of an individuals chromosomes lined up,0
238,which of the following is a way to get a picture of a sand,0
238,analysis of your own genome could determine,0
238,applications of the human genome project include,0
238,the human genome project is finished,0
239,how long did it take for the human population to increase from 6 billion to 7 billion people?,1
239,how long did it take for the human population to increase from 1 billion to 2 billion people?,1
239,which is the first stage of human population growth?,1
239,which is the last stage of human population growth?,1
239,"by the year 2050, how many people will inhabit the planet?",1
239,the history of human population growth can be divided into,0
239,which of the following is true?,0
239,the population of the pacific ocean increased,0
239,Population size continues to grow.,0
239,a drop in the death rate leads to,0
239,what are the two different beliefs about the type of growth the human population will undergo in the future,0
239,the world population is estimated to be,0
239,"when a population becomes stable, it is called",0
239,"if these issues are not controlled, could the human population go extinct?",0
239,"in the year 1804, there were just one billion people. in 1927, there were",0
240,which best describes the skeleton of a baby?,1
240,what is cartilage?,1
240,what is the light and porous material at eh center of bone?,1
240,why does the skeleton stop growing in length?,1
240,what part of the skeletal system is replaced by bone?,0
240,what part of your body is responsible for forming and maintaining your body?,0
240,what is the most important part of your body?,0
240,which of the following is a source of blood cells?,0
240,which of the following is true about the intestines?,0
240,what part of your body is made up of cartilage?,0
240,which of the following is a layer of bone?,0
240,what is the purpose of a chondrocyte?,0
241,which of the following is a biological source of indoor air pollution?,1
241,which of the following is a radioactive gas released from the earth?,1
241,which of the following is extremely dangerous to your health?,1
241,which of the following is a toxic gas released by burning fossil fuels?,1
241,"to limit your exposure to indoor air pollution, you should",1
241,the use of asbestos in industrial environments has left a potentially dangerous material in many,0
241,what is a source of abrasion?,0
241,which of the following is a radioactive gas released from the earth in certain locations?,0
241,people today usually spend a majority of their time,0
241,which of the following is true about adolescent hormones?,0
241,indoor air pollution is,0
241,what is secondhand smoke?,0
241,Sealing up your home,0
241,which of the following is a risk of mold and bacteria?,0
241,Mold can be found in,0
242,"during infancy, a baby",1
242,many baby teeth start to come in at about,1
242,when do many babies begin to walk?,1
242,many young children repeatedly ask why? this is an example of,1
242,which of the following is true about the torso?,0
242,what is the role of the body in the body?,0
242,how do children learn to ride a bicycle?,0
242,the first year after birth is called,0
242,what is the first word a baby will say?,0
242,when does a baby start to walk?,0
242,what is the first step in a childs development?,0
242,what happens to children when they become less dependent on their parents?,0
243,"who suggested the earth must be over 6,000 years old, because of all the geological changes.",1
243,who proposed that traits acquired during ones lifetime could be passed to the next generation?,1
243,who developed a theory of evolution similar to darwins?,1
243,"during darwins voyage, he observed fossils of sea life in the mountains? this is evidence of",1
243,what must happen to the earth for this to happen?,0
243,which of the following is a credited theory of evolution?,0
243,when did Darwin return to England?,0
243,a symbiotic relationship between the symbiotic relationship and the,0
243,which of the following statements about evolution was true?,0
243,what is the name of the scientist who toured south america?,0
243,which of the following is true about the evolution of a species?,0
243,the fossils of sea life were found,0
244,which of the following is a symptom of a severe brain injury?,1
244,people who have had two or more concussions may have life-long difficulties with,1
244,what is the most common cause of brain injuries?,1
244,"if you think a person has a spinal cord injury, the one thing you should not do is",1
244,sports in which a helmet should be required to prevent brain injuries include,1
244,serious brain injuries can cause,0
244,most concussions in young people occur when they are playing sports like,0
244,what is the most important factor in paralysis?,0
244,what is paraplegia?,0
244,concussions can occur in,0
244,research on spinal cord injuries is now more than ever before thanks to,0
244,concussions can lead to,0
244,concussions are treated,0
244,what can help people with serious brain injuries?,0
244,people who have had two or more concussions may have life-long difficulties with,0
245,jawless fish are missing,1
245,the skeleton of the jawless fish is made of,1
245,characteristics of hagfish include,1
245,which statement is associated with jawless fish?,1
245,which of the following is a type of fin?,0
245,which of the following is true about the atoms?,0
245,what is the name of the support rod that runs along the back of a fish?,0
245,which of the following is true about the branchial arches?,0
245,a fish without a jaw is a,0
245,which of the following is a notochord?,0
245,which of the following is a skeleton of cartilaginous fish?,0
245,which of the following is true about a styrofoam?,0
246,about what percent of skin cancers are linked to sun exposure?,1
246,herpes simplex virus type 1 causes,1
246,causes of canker sores include,1
246,which of the following is the best description of the cause of body odor?,1
246,which of the following can lead to acne?,1
246,what is the best way to get enough sunlight?,0
246,which of the following is a location for a syringe?,0
246,herpes simplex virus type 1 causes,0
246,what is the source of body odor?,0
246,which of the following is true about tumors?,0
246,which of the following is a skin condition?,0
246,symptoms of irritability include,0
246,which of the following is a sign of a canker sore?,0
246,what is the role of melanin in skin?,0
246,"during the day,",0
247,what is the role of fats in the nervous system?,1
247,your brain needs water to,1
247,your brain needs to rest,1
247,foods that are good for the brain include,1
247,what is the best way to keep the nervous system healthy?,0
247,which of the following is a requirement for writing?,0
247,which of the following is a benefit of drinking water?,0
247,which of the following is a way to protect your nervous system?,0
247,what is the main benefit of a good nights sleep?,0
247,what is the most important part of your body?,0
247,what is the main benefit of regular exercise?,0
247,making healthy choices can help prevent,0
248,what is the first step in urine formation?,1
248,what is the functional unit of the kidney?,1
248,which best describes the blood that leaves the kidney?,1
248,what leaves the capillaries during the filtration process?,1
248,the filtering action of the kidneys is controlled by the,0
248,which of the following is true about the bladder?,0
248,"when you first fill your bladder with urine, you may notice a feeling that you need to",0
248,what color is urine?,0
248,what is the role of the kidney in resorption?,0
248,which of the following is true about the location of nephrons in the kidney,0
248,which of the following is a function of the kidney?,0
248,the amount of urine your kidneys produce depends on the amount of,0
249,what molecules are necessary to begin photosynthesis?,1
249,which best describes chlorophyll?,1
249,what is the waste product of the photosynthesis process?,1
249,which of the following is true concerning glucose?,1
249,what is the waste product of photosynthesis?,0
249,Stomata are special pores that allow gasses to enter and exit the leaf.,0
249,which of the following is true about chloroplasts?,0
249,which of the following is true about the leaves?,0
249,photosynthesis is a series of chemical reactions divided into,0
249,what is the process of photosynthesis?,0
249,which of the following is true about animals?,0
249,which equation is used to represent the equation?,0
250,what is the organ where sperm cells mature?,1
250,what organ allows sperm cells to travel to the urethra?,1
250,semen is formed with a fluid secreted by the,1
250,what organ or gland surrounds the urethra just below the bladder?,1
250,what organ or gland sits on top of the testes?,1
250,which of the following is true?,0
250,which of the following is a symbol of the organ?,0
250,male reproductive organs include,0
250,which of the following is true about the scrotum?,0
250,which of the following is true about sperm?,0
250,what part of the sperm cell stores sperm until they leave the body?,0
250,which of the following is a type of structure?,0
250,what is the role of a cytoplasmic stromal cell?,0
250,which gland is located under the bladder?,0
250,which of the following is true about the epididymis?,0
251,what is the role of testosterone during the teen years?,1
251,what is the role of testosterone during adulthood?,1
251,what process forms sperm cells?,1
251,which of the following is true about regular body cells?,0
251,which of the following is true about dogs?,0
251,what hormone is secreted by males?,0
251,which of the following is a function of the male reproductive system?,0
251,which of the following is true about humans?,0
251,what is the process of releasing testosterone?,0
252,the uterus thickens each month,1
252,"if an egg is not fertilized,",1
252,the monthly cycle stops,1
252,menstruation usually lasts about,1
252,how long is the normal monthly cycle?,1
252,The average lifespan of a sarcoma is,0
252,when does the monthly cycle stop?,0
252,"if sperm is present, fertilization may occur.",0
252,what is the place where a baby would develop?,0
252,what is the average length of a menstrual period?,0
252,sperm can only survive in the fallopian tube for,0
252,the menstrual cycle,0
252,what is the purpose of fertilization?,0
252,which of the following is a day of a 28 day cycle?,0
252,when does the menstrual cycle end?,0
253,who is known as the father of microscopy?,1
253,who discovered single-celled protists?,1
253,what type of microscope would allow scientists to find the shape and surface texture of small objects?,1
253,the most powerful light microscopes can make images up to __________ times larger.,1
253,How is the electron beam focused?,0
253,"today, microscopes are used by",0
253,which of the following is true about sperm cells?,0
253,which of the following is a technique used by scientists to find the shape and surface texture of,0
253,light microscopes allow biologists to see,0
253,Antoine van Leeuwenhoek is a,0
253,which of the following is true about microscopes?,0
253,which of the following is a microscope?,0
254,the mollusk shell is formed by the,1
254,the foot of a squid is probably used for,1
254,what parts of the mollusk contain chitin?,1
254,the head region of a mollusk contains the,1
254,what type of worms are most closely related to mollusks?,1
254,Mollusks are probably most closely related to organisms in the phylum,0
254,Mollusks usually have a,0
254,which of the following is true about mollusks?,0
254,what is the body plan of a mollusk?,0
254,which of the following is true about mollusks?,0
254,shells of mollusks include,0
254,which of the following is a fossil?,0
254,which of the following is a function of the foot?,0
254,scientists believe that the two groups of organisms are related because,0
254,what is the most important element of a good diet?,0
255,what is the goal of flexibility exercises?,1
255,how to anaerobic exercises work on muscles?,1
255,what diseases can be reduced or prevented with regular exercise?,1
255,why is it important to warm-up before any intense physical activity?,1
255,what is the best way to rest?,0
255,Aerobic exercise also helps improve,0
255,which of the following is a treatment for strains and tendinitis?,0
255,which of the following is true about aerobic exercises?,0
255,exercises that cause your heart to beat faster and allow your muscles to use oxygen to contract.,0
255,a strain occurs when,0
255,Muscular strength is the ability of a muscle to use force during a contraction.,0
255,which of the following is a common injury?,0
256,the biceps work together with the,1
256,which muscles are used to move the arms forward and backward?,1
256,which muscles are used to bend the knee?,1
256,which of the following are functions of smooth muscle?,1
256,"when two muscles are contracted, the other muscle from the pair is always",0
256,what is the role of the smooth muscle in the lungs?,0
256,which of the following is true?,0
256,muscles contract when they,0
256,what muscles move food through the digestive tract?,0
256,which muscle contracts to cause a joint to bend?,0
256,what makes your bones move?,0
256,what is the role of a tendon?,0
257,what type of mutation occurs when a segment of dna is flipped and then reattached to the same chromosome?,1
257,the reading of an mRNA is like reading three-letter words of a sentence.,0
257,a mutation in an animals DNA causes the loss of,0
258,"what animals, other than mammals, have hair?",1
258,about how fast does hair grow?,1
258,what keeps hair and nails strong?,1
258,"in humans, hair grows everywhere except",1
258,mammals are the only animals to have hair.,0
258,the worlds longest documented hair is,0
258,a young girl with a long hair had been growing her hair since,0
258,the record for longest man was,0
258,which of the following is true about hair growth?,0
258,what is the secretion of sebum?,0
258,what is the main protein in your hair that makes it strong?,0
258,what are the functions of the nails?,0
259,what two organ systems control all the other systems?,1
259,which of the following is a role of the nervous system?,1
259,what are the two main organs of the nervous system?,1
259,which of the following are parts of the nervous system?,1
259,which organ is responsible for the nervous system?,0
259,what was the cause of her heart attack?,0
259,which organ system controls the rest of the body?,0
259,what is the best way to prepare your body for an emergency?,0
259,what is the first step in a womans development?,0
259,what happens when muscles relax?,0
259,how quickly does all this happen?,0
259,which system allowed Michelle to react to a situation?,0
260,this is one of the most common disorders in females.,1
260,cancer of the testes is most common in males aged,1
260,painful menstrual periods can be eased with,1
260,these disorders are serious and usually require surgery.,1
260,disorders like vaginitis and ovarian cysts are passed from person to person through,1
260,what is the name of the cell that forms a tumor?,0
260,which of the following is a common injury to the testes?,0
260,a yeast infection is when,0
260,which of the following is a type of surgery?,0
260,a woman who has a sex disorder becomes more common as,0
260,cancer of the testes is most common in males aged,0
260,which of the following is a risk factor for cancer?,0
260,most cysts,0
260,which of the following is a sign of a swine flu?,0
260,what is the cause of breast cancer?,0
261,nuclear energy is derived from,1
261,what will help decrease the demand on natural resources?,1
261,coal will last longer until around the year,0
261,fossil fuels are,0
261,per capita energy consumption,0
261,which of the following is a recommendation for a global policy?,0
262,chemical reactions need energy. where did this energy come from?,1
262,what is needed to build proteins?,1
262,how old is the earliest forms of life?,1
262,where did these ingredients for early molecules come from?,1
262,which of the following is a compound that forms nucleic acids?,0
262,fossils of blue-green algae are,0
262,chemicals found in,0
262,scientists believe early earth contained,0
262,fossils found along the coast of australia,0
262,energy for chemical reactions was provided by,0
262,a saturn is,0
262,what is the first step in understanding the earliest materials?,0
263,acid rain is formed from,1
263,where do most greenhouse gases come from?,1
263,effects of a global temperature increase include,1
263,Nitrogen oxides are released from,0
263,what is the most important part of the atmosphere?,0
263,acid rain is caused by,0
263,sources of air pollution include,0
263,primary pollutants are,0
263,which of the following is a contribution to global warming?,0
264,"in autosomal recessive inheritance, all children of an couple with both parents having the recessive trait",1
264,"in autosomal dominant inheritance, a homozygous dominant affected father will have children",1
264,"in sex-linked inheritance, the pedigree will most likely show",1
264,"in autosomal recessive inheritance, all affected individuals",1
264,"in autosomal dominant inheritance, all affected individuals",1
264,"with sex-linked inheritance, more males (XY) have the trait",0
264,which of the following is true?,0
264,a pedigree,0
264,which of the following is true?,0
264,which of the following is true?,0
264,which of the following is true about a gene?,0
264,a disorder is inherited through,0
264,which of the following is a type of inheritance?,0
264,which of the following is a point to keep in mind when analyzing a pedig,0
264,a pedigree,0
265,which part of the pns carries messages from internal organs to the cns?,1
265,which part of the pns controls involuntary activities such as activities such as digestion?,1
265,what part of the pns increases the heart rate in an emergency situation?,1
265,what part of the nervous system tells you that cookies are being baked?,1
265,what is the role of the sense organs in the brain?,0
265,what is the sense organ for sight?,0
265,how are the divisions of the peripheral nervous system related to the rest of the nervous system?,0
265,which of the following is a characteristic of a person?,0
265,which of the following is a function of the brain?,0
265,"when there is no emergency, the urogenital system",0
265,which of the following is a part of the peripheral nervous system?,0
265,which part of the nervous system sends messages to the internal organs?,0
266,which statement best describes a producer?,1
266,which statement best describes an autotroph?,1
266,"which best summarized photosynthesis? in the presence of sunlight,",1
266,what is the organelle of photosynthesis?,1
266,"as almost all organisms on earth obtain their energy from photosynthetic organisms, it could be said that ultimately all energy comes from _________.",1
266,what is the process by which the energy is obtained?,0
266,which of the following is true about heterotrophs?,0
266,which of the following is a way to get a picture of a sand,0
266,"if a bird eats a caterpillar, then the bird gets the energy",0
266,what is the main product of photosynthesis?,0
266,which of the following is a song that explains photosynthesis?,0
266,"during photosynthesis,",0
266,the process of photosynthesis is,0
266,what is the process that converts glucose into usable chemical energy?,0
266,Why do leaves change color each fall?,0
267,which factor affects the population growth rate?,1
267,"if the death rate is larger than the birth rate, what will happen to the population?",1
267,which of the following is true about altricial organisms?,1
267,a decrease in the size of a population,0
267,what do birds do in the winter?,0
267,The rate of death of an offspring is,0
267,which of the following is a definition of migration?,0
267,the population of the pacific ocean will,0
267,which of the following is true about exponential growth?,0
268,recycling wastewater is tremendously helpful. which of the following produces wastewater?,1
268,what is an advantage of recycling wastewater?,1
268,"of all the water on earth, only about _____ % can be used for drinking water.",1
268,the supply of water becomes an increasingly important issue as,0
268,countries are actively preventing water pollution by,0
268,most of the water in the ocean is,0
268,"the laws prohibit the disposal of any waste into the nations rivers, lakes, streams, and other",0
268,water shortages,0
268,the earths water is,0
269,what do you think it means to use safe cooking practices?,1
269,why is staying informed of current events important?,1
269,"if you have an infectious disease, you should",1
269,Infectious diseases are,0
269,many infectious diseases can be prevented with,0
269,which of the following is a way to prevent diseases spread by vectors?,0
269,"if you have a dirty hand, you can use",0
269,what are the things you should not do when you are a child?,0
269,which of the following is a good idea?,0
270,what noninfectious diseases cause the most deaths in many developed countries?,1
270,what steps can a person take to help prevent type 2 diabetes?,1
270,"to prevent skin cancer, a sunscreen should have a spf of at least",1
270,which of the following is a chronic noninfectious disease?,0
270,what is the purpose of an allergy shot?,0
270,which of the following is true about children?,0
270,which of the following is true about fast and cheaper meals?,0
270,how can we prevent noninfectious diseases?,0
270,which of the following is a requirement for sunscreen?,0
271,when is most of the atp generated?,1
271,how many atp are generated during glycolysis?,1
271,when are most of the nadh and fadh2 generated?,1
271,what occurs during stage 3 of cellular respiration?,1
271,how is atp made during the electron transport chain?,1
271,what is the process that causes cell respiration?,0
271,which of the following is a chemical reaction?,0
271,what is the process by which oxygen enters the body?,0
271,what are the products of cellular respiration?,0
271,what is the first stage of cellular respiration?,0
271,which of the following is a mechanism of transport?,0
271,what is the first step of ATP release?,0
271,most of the ATP produced during cellular respiration is made during this stage.,0
271,"under anaerobic conditions, how many oxygen ions are there?",0
271,a molecule that is able to bind to a molecule is a,0
272,where does gas exchange occur in the lungs?,1
272,what gas moves in the blood back to the lungs to be exhaled?,1
272,the transfer of oxygen into the blood is through,0
272,what is gas exchange?,0
272,what is the process by which oxygen molecules move out of the capillaries?,0
272,what happens to oxygen in your blood?,0
273,how is food produced in ecosystems without sunlight?,1
273,"essentially, almost all energy on earth originates from",1
273,what is the main source of energy for plants?,0
273,what is the role of producers in the ecosystem?,0
273,all life on earth depends on the suns energy for survival.,0
273,what is the physical work of an organism?,0
274,during adolescence many teenagers develop new thinking abilities. these include,1
274,"during adolescence, significant _______________ changes occur.",1
274,"in girls, puberty begins with the secretion of",1
274,which of the following occur during puberty?,1
274,which of the following is true about teens?,0
274,which of the following is true about children?,0
274,which of the following is a part of the uterus?,0
274,which of the following is true about puberty?,0
274,which of the following is true about boys and girls?,0
274,most teens have emotional ups and downs.,0
274,adolescence includes,0
274,what happens to the ovaries when they release eggs?,0
275,what is the first step in gene cloning?,1
275,what is the process of generating a recombinant DNA molecule?,0
275,which of the following is a sign of antibiotic resistance?,0
276,items that should be recycled include,1
276,how can water be reused?,1
276,what are ways to reduce?,1
276,which of the following is a method of recycling?,0
276,what is the best way to dispose of waste?,0
276,which of the following is a recycling technique?,0
276,which of the following is true about fluorescent light bulbs?,0
276,how can you reduce your carbon footprint?,0
276,which of the following is a way to influence a company?,0
277,this form of alternative energy uses the natural flow of heat from the earths core to produce steam.,1
277,these three alternative energy sources are generated by turning turbines.,1
277,sustainable resources include,1
277,this form of alternative energy is used to generate electricity.,1
277,why are alternative energy sources important?,1
277,a sustainable resource,0
277,the worlds energy needs are,0
277,the rising and falling of ocean tides is an example of a resource in unlimited supply.,0
277,fossil fuels are an example of,0
277,farmers can grow crops sustainably by,0
277,which of the following is true about the natural world?,0
277,what is the mass of biological organisms?,0
277,alternative energy sources include,0
277,geothermal power uses the natural flow of heat from the earths core to produce,0
277,alternative energy sources include,0
278,"girls, do not use tampons for longer than",1
278,girls should perform monthly self-exams to check for,1
278,a balanced diet is,1
278,"to be as healthy as you can be, you should",1
278,it is recommended that boys were a protective cup while playing,1
278,what can you do to keep your reproductive system healthy?,0
278,which of the following is a risk factor for breast cancer?,0
278,what is the best way to prevent diabetes?,0
278,what is the best way to get enough sleep?,0
278,toxic shock syndrome can be fatal.,0
278,"when you play contact sports, you should always wear a",0
278,what is the most important part of a healthy genital system?,0
278,which of the following is a sign of AIDS?,0
278,"if you leave tampons in for too long, you can",0
278,which of the following is a rule of thumb when getting a tattoo?,0
279,the main muscle involved in breathing is the,1
279,pushing air out of the body through the nose or mouth is,1
279,what is the main gas that is released from the body during respiration?,1
279,where does the exchange of gasses between the lungs and the blood occur?,1
279,the woman in the photo above is exhaling before she surfaces from the pool water.,0
279,what is the process of taking air into the body through the nose and mouth?,0
279,exhalation is when,0
279,what is the direction of carbon dioxide from the blood to the alveoli?,0
279,what is the process by which oxygen moves from the alveoli into the blood?,0
279,what part of the lungs allows air to enter?,0
279,which of the following is true about the alveoli?,0
279,which muscle is the most important in the process of breathing?,0
280,which of the following is an example of a lifestyle diseases?,1
280,"getting enough exercise can help keep your respiratory,",1
280,"some pathogens can live for up to __________ or more on surfaces like cafeteria tables, doorknobs, and desks.",1
280,no time to grab a tissue. what should you do?,1
280,a yearly flu vaccine is recommended for,1
280,some viruses and bacteria can live from,0
280,which of the following is a pathogen that can be lurking around?,0
280,which of the following is a way to prevent many respiratory and cardiovascular diseases?,0
280,which of the following is a step you can take to help the spread of pathogens,0
280,which of the following is a rule of thumb?,0
280,which of the following is a possible cause of respiratory illness?,0
280,what is the best way to prevent infection?,0
280,people who have certain medical conditions should make sure they get the flu vaccine,0
280,which of the following is true?,0
280,which of the following is a vaccine for the flu?,0
281,what are components of the upper respiratory tract?,1
281,"what part of the respiratory system serves as a filtering system, keeping certain particles out of the lungs?",1
281,what is the correct order for the passage of air into the lungs?,1
281,what keeps food out of the lungs?,1
281,how is sound produced?,1
281,which muscle prevents food from entering your lungs or wind pipe?,0
281,which of the following is located below the pharynx?,0
281,which organ in your respiratory system is responsible for breathing?,0
281,what is the process in which oxygen is exchanged for carbon dioxide?,0
281,what part of the ear covers your trachea when you eat or drink?,0
281,what is the process by which blood and alveoli exchange gases?,0
281,what are the lungs' alveoli?,0
281,which of the following is true?,0
281,which of the following is a part of the pharynx?,0
281,which part of the ear is responsible for hearing your voice?,0
282,how is rna different from dna?,1
282,which rna carries information from the nucleus to the cytoplasm?,1
282,which rna brings amino acids to the ribosome?,1
282,which of the following statements is true?,1
282,which of the following is a nucleic acid?,0
282,which of the following is a RNA?,0
282,what is the role of uracil in RNA?,0
282,which of the following is a molecule that replaces thymine?,0
282,what is the role of dna in making proteins?,0
282,which of the following is a tRNA?,0
282,which of the following is involved in protein synthesis?,0
282,which of the following is a form of rna?,0
283,which best describes the nematode digestive system?,1
283,which best describes the nematode brain?,1
283,how do roundworms get rid of waste?,1
283,factors contributing to parasitic roundworm diseases include,1
283,"worms with round, non-segmented bodies are known as",0
283,scientists believe there could be over a million species of,0
283,most nematodes are,0
283,the roundworm digestive system,0
283,which of the following is a disease characterized by the extreme swelling of the limbs,0
283,which of the following is true about nematodes?,0
283,which of the following is a type of roundworm?,0
283,which of the following is true about nematodes?,0
